310 13.86
80 2.60
310 14.02
80 2.86
80 2.80
80 2.71
80 2.64
80 2.71
80 2.63
80 2.73
80 3.22
80 2.79
540 56.74
540 55.28
540 55.16
540 54.92
540 55.61
540 55.81
540 56.16
540 55.97
540 54.77
540 55.90
420 29.19
420 27.46
420 27.61
420 28.45
420 29.09
420 29.45
420 27.53
420 29.66
420 28.14
420 27.67
300 14.50
300 13.00
300 12.73
300 13.39
300 12.98
300 13.37
300 14.82
300 12.69
300 13.09
70 2.18
300 13.02
70 2.81
70 2.39
70 2.16
70 2.85
70 2.28
70 2.39
70 2.32
70 2.45
70 2.38
530 52.92
530 52.77
190 6.70
530 51.78
190 7.49
530 51.12
190 8.19
530 52.30
190 6.42
530 51.60
190 9.03
530 52.98
190 7.80
530 51.82
190 8.48
530 52.01
190 8.74
530 52.25
190 7.71
190 7.47
410 26.98
410 26.13
410 26.66
410 27.67
410 28.36
410 28.19
410 26.62
410 27.34
410 27.05
410 26.18
60 1.97
60 2.21
60 2.14
60 1.97
60 2.18
60 2.18
60 2.36
60 2.17
60 2.00
60 2.01
520 48.70
520 49.83
180 7.53
520 48.44
180 8.14
520 48.43
180 7.03
520 49.83
180 6.44
520 48.90
180 6.14
520 49.71
180 6.19
520 48.64
180 8.17
520 49.59
180 7.20
520 48.78
180 6.81
180 6.56
400 24.90
400 25.52
400 24.86
400 27.67
400 24.38
400 25.48
400 26.14
400 24.81
400 25.23
400 25.59
290 13.77
290 12.03
290 13.29
290 11.43
290 11.94
290 11.81
290 13.69
290 11.79
290 12.77
50 1.51
290 14.21
50 1.92
50 1.83
50 1.41
50 1.78
50 1.75
50 1.70
50 1.86
50 1.49
50 1.83
510 46.05
510 46.40
170 6.47
510 48.55
170 6.09
510 46.72
170 7.47
510 45.91
170 7.26
510 47.83
170 6.51
510 46.36
170 7.57
510 48.10
170 7.57
510 47.28
170 7.54
510 46.52
170 6.44
170 6.65
280 12.80
280 13.00
280 11.48
280 13.22
280 11.72
280 12.46
280 10.88
280 13.16
280 11.20
40 1.14
280 13.85
40 1.12
40 1.10
40 1.10
40 1.10
40 1.11
40 1.11
40 1.05
40 1.11
40 1.11
500 44.83
500 43.77
160 5.83
500 45.51
160 6.51
500 44.01
160 5.76
500 43.79
160 6.57
500 44.27
160 6.49
500 44.04
160 7.16
500 44.40
160 7.04
500 44.46
160 5.45
500 45.74
160 7.01
160 8.02
390 22.74
390 25.06
390 22.85
390 23.59
390 23.28
390 23.05
390 22.65
390 25.33
390 22.59
390 22.39
270 11.74
270 12.50
270 10.60
270 11.90
270 12.41
270 11.72
270 10.17
270 12.30
270 11.28
30 0.75
270 12.67
30 0.73
30 0.74
30 0.75
30 0.74
30 0.74
30 0.73
30 0.73
30 0.74
30 0.74
150 6.53
150 6.51
150 5.89
150 7.29
150 5.50
150 6.29
150 5.62
150 5.70
150 7.20
150 6.09
380 21.46
380 21.32
380 21.29
380 22.03
380 21.33
380 20.93
380 22.93
380 22.31
380 21.09
380 21.85
600 77.20
600 73.73
260 12.07
600 75.24
260 10.02
600 76.31
260 11.63
600 74.03
260 10.69
600 77.17
260 9.74
600 75.75
260 9.72
600 77.01
260 10.28
600 75.98
260 9.73
600 75.66
260 9.96
20 0.69
260 10.83
20 0.69
20 0.69
20 0.69
20 0.70
20 0.70
20 0.69
20 0.69
20 0.69
20 0.69
490 43.14
490 41.92
140 5.66
490 42.27
140 5.29
490 41.25
140 5.41
490 41.20
140 5.81
490 42.28
140 5.21
490 41.07
140 5.16
490 43.07
140 6.06
490 41.58
140 5.72
490 42.04
140 5.77
140 5.36
370 21.86
370 20.83
370 22.00
370 20.59
370 20.23
370 19.90
370 19.81
370 21.84
370 20.57
370 21.95
250 9.24
250 9.41
250 10.99
250 11.36
250 10.77
250 9.23
250 9.86
250 9.56
250 9.88
10 0.68
250 10.93
10 0.68
